Epoch,Training Loss,Test Loss,Test Pan Error Mean,Test Tilt Error Mean,Test Ground Distance Error Mean,Test Pan Error Stddev,Test Tilt Error Stddev,Test Ground Distance Error Stddev
24,0.2538087610096585,0.2567775331082798,3.4601654424128627,-1.4172390745197598,-0.1353855350980529,92.5411409895791,5.762999019110592,0.7959813368220755
25,0.2527466026202361,0.2567022020618121,4.015270748342443,-1.066102787122332,-0.281559127799652,93.84004393854116,5.670948300792825,0.7385938309031291
26,0.2518097788377515,0.2567481400356406,1.568457115881781,-2.4294861953554525,-0.1827999121892649,100.43974744428571,5.857088778393623,0.7549983183216572
27,0.2517688233487614,0.2591466674847262,2.4948854860374583,-1.6405890389924516,-0.1198206938210281,101.38574411452684,5.696185925422556,0.7635769889814107
28,0.250354220626482,0.2552377194875762,-12.927586426293434,-2.59757400188293,-0.1253621885413164,90.0896756079439,5.861912344154306,0.7520784139484175
29,0.2499344269465949,0.2546783206718309,-12.61622109410096,-2.6918182422633508,-0.0691830235905386,88.75575461541395,5.743747341637039,0.7583717539724102
30,0.2491833464674393,0.2540984528050536,-4.958996187564929,-2.3532938370732843,-0.1398934594973608,92.67089662081013,5.735429974414043,0.7294687806971621
31,0.2486307593738243,0.2539782213668028,-12.51349603918048,-1.8236185247833665,-0.0568504921767536,88.30357791119796,5.608599677335998,0.7453769806300081
32,0.2478493272976168,0.2591594358285268,-10.560372711207918,-3.740330952899279,0.0334884016117355,99.8012276479674,6.137648543946459,0.7654475877410818
33,0.2476941673819575,0.2534789710882164,2.1741602556216737,-0.899389178265591,-0.1333961972502527,93.15272525000634,5.394505768319584,0.7107053593972091
34,0.2468372662360735,0.2554747841897465,-1.44517827458832,0.2257726411964442,-0.0853298475893141,95.19430914344224,5.237530281010481,0.7168503773051356
35,0.2463195171642002,0.2551352234468573,-19.284139611356093,-3.0016370609755048,-0.008465506947479,93.07297339655524,5.888900812689389,0.7320136131938212
36,0.2455459677082507,0.2525843857299714,-7.800456149471194,-3.034540784822122,-0.0414640493467226,91.75933436630788,5.951964417076962,0.716155925526093
37,0.245293686113523,0.2514724903518245,-2.676732331083299,-2.613755140227039,-0.1467188212002541,89.76372294802593,5.833532777416415,0.6849381026885364
38,0.2450720512716552,0.2511273503658317,-18.59184123256168,-1.429021976812667,-0.1225921620779835,85.22659425867946,5.515614284511527,0.6857862853423907
39,0.2444437407074666,0.2533889107760929,-11.00541367584617,-1.7122060589089587,0.0203807422158506,90.02506285569103,5.6250789314161525,0.7183199003359503
40,0.2439599509588927,0.2503294863161586,-18.83055847334241,-1.5058493762704972,-0.0562935999004511,82.6924986658997,5.597197294894232,0.6918230755537649
41,0.2426568832871289,0.2503404195110003,-0.9817131709846486,-1.5979599011306826,-0.0554295016156213,92.61749322310676,5.647244061476576,0.6890450291145348
42,0.2424803477262473,0.2521204453493867,2.000450806565926,-1.819933055572816,0.0147339660596024,96.89362241942176,5.739895104692342,0.7033978745484499
43,0.241889382950515,0.2513095970664705,-18.339446199727345,-1.8626705754699333,-0.0864093992970995,89.64005801224765,5.700967154578226,0.6743442506206907
44,0.2414197850772635,0.2522564383134955,-0.4721433768724176,-2.823733526936455,0.0298029324011849,97.08996836406568,6.101526048516731,0.6985875763391209
45,0.2410655071024639,0.2524783439224675,-4.46343695957021,-4.429480430946962,-0.0214718337990231,95.54170822611458,6.61556266062643,0.6810429662058456
46,0.2405621714020377,0.2497381567955017,-9.187557139729345,-3.309074864043174,0.0578555523980039,88.86991031037468,6.187872005710815,0.6990666017133969
47,0.2397891090777394,0.2491218683620294,-20.352795107778928,-1.4755674956265736,0.0061817519679978,82.94008346951875,5.6829229545810565,0.6824821790122839
48,0.2387053788366377,0.2495023028126784,-17.9879299734755,-2.721062042951785,0.012232921189732,86.13536690703789,6.100177532943737,0.6793915323002382
49,0.2384746953704003,0.2496104341532503,-18.88930020252198,-0.7602024140037797,0.0093120421162686,85.59310166049653,5.457237008801052,0.67680164287999
50,0.2382044738587521,0.2533799959790139,-6.889551822722527,-3.5864509074520825,0.0656596153482302,96.87215872453643,6.34945105339626,0.6865318386953012
51,0.2374763009299991,0.2500706467600095,-20.63125631506702,-2.108898686396109,-0.016220452029023,89.47063104721363,5.857070847869779,0.6641528772752021
52,0.2368325097985824,0.2553518643336637,-0.5249755863203093,-3.8639021949288814,0.0224573479646498,96.92102834942152,6.398246900449657,0.669398615383217
53,0.2365345233340368,0.2476544889310995,-10.659040293752692,-2.4632538699016377,-0.0327945607616468,89.00166493201952,5.86368062538674,0.6541549124545968
54,0.2356936884603289,0.2461216023990086,-20.55958733014845,-0.9708631408677714,0.0426433867195973,72.00392802229857,5.4646295578752175,0.6693846616746155
55,0.2353768933458659,0.2475026725303559,-21.060680415190543,-1.716943827482897,0.0632726080972958,83.0758986049099,5.704225576374334,0.6719382138084506
56,0.2349110359931217,0.2460711711928958,-24.744443938305643,-2.040190422479567,-0.0061243459660638,80.01856982574661,5.818235552998581,0.6526850701509544
57,0.234610653026999,0.2451991743984676,-14.510265805677053,-1.0487020604715154,-0.1714944391603673,84.27988508036155,5.446661691804207,0.6197705685864681
58,0.2339272684761402,0.2454737353892553,-19.602041353586195,-2.23695709521102,-0.1391919482242058,81.51490380854007,5.8750408341127605,0.6229890497590207
59,0.232875515515872,0.2471413449162528,-6.159560217918726,-1.0666426385727683,0.088459409627918,92.81265664203428,5.594740354120016,0.6697941783443166
60,0.232299178274648,0.2479614260650816,-16.295256785338214,-3.4259450755308607,0.0506792920319973,87.58117438073337,6.354842480364306,0.6572243312748127
61,0.2319700913474386,0.2469930153872285,-13.028274688665167,-3.05012493331388,-0.0213262783055817,90.9699344288002,6.1661709613985085,0.6384704871178618
62,0.2311129792349571,0.2463927579422792,-24.3919334313578,-2.8204393221971555,-0.0380017018510593,85.98505652951626,6.165701303656604,0.6334304333281487
63,0.2307728612648575,0.2517344438958735,-15.485257129922346,0.5676783917069033,0.0533079888906564,91.0773679992703,5.167372785591619,0.6515575173925089
64,0.2298945813713013,0.2441548506418863,-12.982637079235348,-2.9193094882459656,0.0039542117701457,84.41305811886208,6.201176141603719,0.6380111351572753
65,0.2299021468835674,0.2433064171955699,-26.584225915991794,-0.7717985335133366,-0.1328445309912925,81.03646136176448,5.487281388442819,0.6120077577105351
66,0.2286783226939029,0.2429626181366898,-23.87088910586292,-3.7075995770912313,0.0590913427865004,69.04819629959859,6.427772882420216,0.6467524366116371
67,0.2282212943966832,0.2438796742686203,-14.229951623633898,-2.756668941142994,-0.0575702479696488,86.48811377883477,6.079487673034411,0.6202977669883372
68,0.2281467112174921,0.2419353210855098,-27.161188814943124,-1.8372235764321443,-0.1262685676124897,76.94729404907888,5.707186830506826,0.6081801625697272
69,0.2265447556784476,0.2437868551129386,-26.61476847483642,-2.648284577865254,0.0496178255402469,81.40306513040957,6.086928599076034,0.6394260339667233
70,0.2269461020498245,0.2449150896143345,-9.77607484148113,-1.2459254311397672,0.0495935702757971,92.81210408726498,5.542212409306486,0.6378789270769052
71,0.2262305888091728,0.242096762572016,-25.569960376279774,-2.737551828267405,0.1198570248712827,75.64152469287005,6.075777827652298,0.6538242550558612
72,0.2249873588889931,0.2429734495069299,-15.250546965849692,-2.73149938473629,0.0773540093834783,85.69014963827232,6.111410293025578,0.6410831105385295
73,0.2251818105813456,0.2450975800553957,-25.611116304090658,-2.5777064382123784,0.0126554376750557,86.1414419944436,6.0186096489434,0.6261548578158014
74,0.2247030800825414,0.2393479505110354,-22.42451170765878,-0.4098327723457604,-0.0295151501737378,72.6059751148049,5.420997096328788,0.6158008580102515
75,0.2237326692707531,0.2413633031149705,-24.44807123226761,-2.266949899494648,0.0087790669644022,79.2958971733536,5.927761677143252,0.6224691720175248
76,0.2237393676952608,0.2487290544169289,-8.117304685946033,-1.653846722926844,0.0841276766368755,93.96052579187068,5.786810814701267,0.6375221013199294
77,0.2226585894823074,0.2396275755904969,-26.35388453043653,-1.7394549558190882,0.0810891355502533,73.71814082908675,5.782655059576399,0.6352219402112372
78,0.222602666693531,0.2428213483875706,-17.134708207903728,-2.0020602038130164,0.0511325661585227,86.25197526096468,5.87197157757098,0.6266157011122108
79,0.2213241304696922,0.2407818110216231,-15.622224009398655,-2.612714354024344,0.1025809727318294,86.80925073562653,5.969062336060016,0.6375157692939456
80,0.2217576346280823,0.2375936309496561,-24.055821311615794,-0.8335841093464075,-0.0299779825057979,73.11513296663016,5.496721169733994,0.609673644681255
81,0.2215341759686966,0.2373950696062474,-26.62600524227728,-1.8690226498890568,-0.0481524890506858,72.22636333976624,5.695736205690879,0.6056871248565386
82,0.2196953056926607,0.236855722076836,-21.75993684844764,-0.983278911963508,-0.0207436014212914,76.24664798660989,5.553258821282492,0.6092821176606106
83,0.2208687624062649,0.2395155908805983,-26.258273687799345,-1.86567009930071,0.0987025984694381,82.06799370078383,5.743574770572806,0.6331558821308352
84,0.2191114548346973,0.2372902775449412,-17.2736064025667,-0.0726371025666594,-0.0172408619621494,84.72730791572671,5.25919186931986,0.6075173048109602
85,0.218665238434584,0.2504936976446992,-16.109725693519106,0.953199286768968,0.0285806971526629,91.0520654309219,5.111669115791961,0.61667251517399
86,0.2179967222341603,0.2420554661325046,-16.687934689583894,-2.9866735547831333,0.0800385727930265,90.10373843670038,6.125585046464188,0.6242169253750565
87,0.2192383114753837,0.2397570714709304,-11.05012633638962,0.2974545701432067,0.0433633289336263,89.14620765034326,5.1880230177554365,0.6161441513256083
88,0.2187905852162875,0.2473166024401074,-21.68152803618329,0.1584796003393224,-0.1165056310526959,89.56603586452498,5.162195839830758,0.5890602759057155
89,0.2170016603420961,0.2360025282417024,-21.96562467466717,-3.9562937808600633,0.0547504544470671,75.01883458247212,6.517085282372559,0.6164640665594926
90,0.2157377510886839,0.2808446619837057,-1.174864107481514,-5.5436613813445375,0.1044422211377201,96.63990790619104,7.169676502841734,0.6262859437524778
91,0.2161860822785163,0.2374399291972319,-26.59245447173117,-3.881271484282774,0.1349127281613804,76.1514219458688,6.570215630009214,0.6331230214511231
92,0.2145842902761904,0.2542899541911624,-4.984260881185576,-0.0971783432052344,0.1153647804705498,97.41251847437236,5.329906320849702,0.6276921624655453
93,0.2149587416498443,0.2347170444471495,-22.836026068193988,-3.667239961717781,0.0977306333076846,74.17509482143822,6.449925404922784,0.6223235283838111
94,0.2125185163991308,0.246404431050732,-16.496388895342292,-4.001529083738254,-0.0626600612480719,87.68646555168473,6.504683354212523,0.5911589922697732
95,0.2142859412480604,0.2398201456027371,-18.37398535352641,-3.566990966178678,0.0472759276057954,83.6995247022104,6.321514648144477,0.6101298483738341
96,0.2181718050493427,0.2472400063914912,-16.038032958444223,-4.976804495059155,0.1380523144527598,86.19361748409442,6.972669232343298,0.6281657188216333
97,0.2120202927371305,0.2422145839248384,-18.126679619379072,-3.920949304199501,0.0750795145079985,84.0770390795716,6.485243161366388,0.6143177722441358
98,0.215945265787633,0.2308966038482529,-28.82351892177566,-1.5805733359947398,-0.1384172261477232,61.88663510369759,5.509550135743286,0.5786147194420914
99,0.2112806850239305,0.2332836375350044,-26.71297276664279,-2.9087066816518434,0.065631948288407,73.83153806401664,6.082509497590764,0.6103230015041333
100,0.213188480644572,0.2565163716319061,-7.908305986597446,-0.5521632611399164,0.0280566344334109,95.0337446624629,5.431562847869514,0.602065652661323
101,0.2118513412562078,0.2406591962845552,-14.598575084731928,-2.10930388043257,0.0510205174027173,93.2147466127201,5.717691461145494,0.6053430231721986
102,0.2111633206109519,0.2999995845769133,-5.628332956459656,-6.263789868208806,0.040639871558001,97.25033909569945,7.401544150251951,0.6030324777422684
103,0.2141073285969273,0.2369608625414825,-26.82100912733657,-3.138263003548255,-0.0005815287845002,80.97830874089979,6.239746028958365,0.5946905239932194
104,0.2117039689600279,0.2315737434795924,-26.09169555801564,-1.805336262804229,-0.0427921419017934,77.94927996879339,5.66541434986747,0.5865131058921518
105,0.2134096592852745,0.2564954262759004,-12.121233499928069,-4.812294273083476,0.0149370167885456,89.41001331366995,6.715946545395885,0.5948307077399313
106,0.2141119111035524,0.2347797912855943,-11.08956723532074,-0.95952368618266,0.0113912127498123,87.76103501240327,5.442324994093114,0.5934329733105909
107,0.2102932461334704,0.2340149600945767,-10.854347800869562,-0.1973856920124711,-0.0176273690027607,87.88195915746617,5.214100056219473,0.5896012373274941
108,0.2116963178483469,0.2311678009019011,-20.56288261852268,-2.3604433979788744,0.1015181435613302,77.11316519134313,5.904723037967352,0.6096606133489237
109,0.209726463027933,0.2295648535447461,-29.36874287176717,-2.346596574612163,0.0613809604555726,69.70908833077533,5.845632226415081,0.6022335627831851
110,0.2101700500076877,0.2277372566362222,-28.224326006201544,-2.416581166908145,0.0562029133743799,62.15100160890967,5.910884706484216,0.6001148675852799
111,0.2115570065162911,0.2277529743455705,-24.676538650451736,-0.8975642140501657,-0.0517232927015504,68.72877058016812,5.403616277279561,0.5830889357406632
112,0.2126441846134534,0.2284500870321478,-24.041190427570942,-1.18878140491811,0.0572197901940829,72.81520346512457,5.507849211475658,0.5996197655215562
113,0.2068724373725686,0.2341291904449463,-22.729438238762285,-2.531249699736568,0.0688037613334061,82.90329777092929,5.832705187965645,0.6000881395020202
114,0.2058965606550312,0.2408833938340346,-18.58602571869769,-3.4683259425533786,0.0951915925575627,83.03371394391533,6.236202686582291,0.6051174817192063
115,0.2098824125171083,0.2260193634955656,-26.646828051829687,-2.355823844948129,0.0672923496703396,61.95118830439815,5.867229027879477,0.5978596455423845
116,0.2078364337750413,0.247682885045097,-16.165399954264117,-4.448231060586467,0.1240344430591251,85.18298608875995,6.616654537163624,0.609157762274207
117,0.2055566714201063,0.2335265110291186,-26.966589517812096,-2.3004148838840224,-0.0654652714897115,79.26769325634362,5.844300172970005,0.5784613161463242
118,0.2067326133841595,0.2270134442618915,-24.660321798511944,-2.631836069521268,0.120237990257305,69.3231883232036,5.91077020107394,0.6069524345983881
119,0.2086049181523759,0.2294570562385377,-15.954720552054551,-1.3112859692223169,-0.0075932707380246,81.46396156499851,5.492591743107001,0.5817749875200474
120,0.2019470046841383,0.226394796300502,-23.94372383638406,-1.3522696495056152,-0.0084040652367624,71.82061755443415,5.555833081783113,0.5821987527043138
121,0.2018265305351383,0.2256977464116755,-28.63216530168959,-2.844578816706466,0.0938472060358023,66.75008912246193,5.991470669193746,0.599674175066145
122,0.1987230949785431,0.2379915927137647,-12.56586773546242,-1.98289210882944,0.1231113341231424,94.31210275484705,5.65573752660126,0.6048249777426581
123,0.2015769006890077,0.2557997678716977,-9.135911165826224,0.556421592529561,0.0225738116257541,93.41181347987974,5.06605403012742,0.5840371997853576
124,0.2010851071836068,0.2865507372078441,-9.483668652301986,-4.247977684906407,0.0417274978716631,92.097736724245,6.319357633169315,0.5895252844308463
125,0.2018182052516786,0.2249477945622943,-24.287798261330803,-2.4872960558010115,0.1171236034684084,71.53224386420779,5.797635948479349,0.601604535842487
126,0.2012376676222503,0.2285320279853684,-26.99221750340968,-2.0118855082153067,0.065985789695928,76.39547904623824,5.644086227372601,0.5915995932321861
127,0.1988806406782252,0.2277361755924565,-27.812134458644124,-2.556435642386409,0.0251530003328402,74.39150279598294,5.728834786008732,0.5824719399637761
128,0.2020250874738964,0.2282360694592907,-25.569203284111605,-2.628713817008444,0.1289490773859951,78.2292607874957,5.776097697539969,0.6018343846976447
129,0.1986611526377193,0.2396766580641269,-25.4707188459522,-1.5796167286414955,-0.0107886112790118,83.89329037499031,5.444674629027657,0.5787794568942819
130,0.2004761968971427,0.2306233445803324,-23.525006042334045,-2.1356305068459465,0.0681788749802667,84.4370544613961,5.433946976140136,0.588852552734198
131,0.1963473888413763,0.2209782054026921,-28.063493220371846,-2.308259662366598,0.0625781396476624,61.26434719358484,5.779977928870979,0.5884045873197072
132,0.2018574747471403,0.2221102952247574,-28.511086285783545,-2.6255959403273224,0.0540920890330731,68.07746694664318,5.815070273123444,0.5852768306853411
133,0.1981214361988031,0.2280476824158714,-22.362706775647325,-3.3630269434856803,0.2025599319085076,82.89012216349435,5.926764190084722,0.6143891559604119
134,0.1978798699491783,0.2359669027583939,-24.76455772151633,-1.9515491133505427,-0.05252539051568,81.41385709190004,5.329146558139213,0.5670981829289954
135,0.1973072320034827,0.2402320568050657,-22.514663637352708,-2.4990541672938176,-0.0110010099918903,86.58556981446242,5.68777712057239,0.5745312432467371
136,0.1971808132783095,0.227483641178835,-21.08872670911679,-1.6790012116669804,0.0802463911775801,86.65797423832457,5.354133342430838,0.5865945348567265
137,0.1979973550756647,0.2204813547432422,-27.073438711298778,-2.735070580037663,0.129507928376307,62.1717364045539,5.91717596911019,0.5957946140957449
138,0.1970069174792864,0.221418080940133,-25.487404161343044,-3.563446824413699,0.1298943054848336,69.51599314950998,5.996495744224582,0.5950513766196059
139,0.1977052817867381,0.2253748918218272,-25.368066491568733,-1.7080317039948862,-0.0970058104151988,78.21792484506281,5.303848084082497,0.5583064535645065
140,0.1962236884734608,0.2247949049231551,-26.47178316882773,-2.7854607738806187,0.0813807961852611,75.45176681960585,5.707102406506923,0.5878183739510406
141,0.1950772509495918,0.2327788429600852,-16.665519854709913,-0.6862174915904934,0.0267823271218452,84.68291653357052,5.210237279052601,0.5756643810696941
142,0.1950110365351668,0.2275767603090831,-23.477456558069417,-2.2968986124505064,0.0042113494435632,78.53267971641971,5.431929439381526,0.5729765375453296
143,0.1979553238826595,0.2251092759626252,-24.58307022055993,-2.4952077503139907,-0.0488141287906884,81.08241011779543,5.583882458013531,0.5660733401805478
144,0.1947250622868162,0.223855023050592,-28.22185380399565,-3.2404518458438485,0.2010656737249803,71.45813723830156,5.914175939553874,0.6073370491191356
145,0.1959346356546089,0.2421454677269572,-9.47046670063347,-1.314943739892663,0.1036912902921169,90.7806022340487,5.1866826785626525,0.5858148986420998
146,0.1905463763309954,0.2319050095975399,-20.62040975869886,-0.592144561704953,-0.0249369895538768,83.76551888292126,5.091038036073046,0.5657277874276532
147,0.1977107299709169,0.2311767978327615,-25.255056962119976,-2.557488190060532,0.0550964251524201,83.7195747512074,5.442035213123619,0.5745312532692268
148,0.1932833651638933,0.2328653528931595,-16.517193314926384,-0.9471474866055556,-0.0046993882252692,85.13633754642875,5.262961026615477,0.5657509978736475
149,0.1926327046911799,0.2162704629202683,-30.004576115709263,-1.4044635992094472,-0.0160169892947192,62.001355221729845,5.217959164237069,0.5664702381940262
150,0.1939418512375949,0.2209830218482585,-23.589654936414785,-3.2926467553133496,0.1365337243510617,74.16529990579814,5.773306398162812,0.5899104117337903
151,0.1967754362603467,0.218081979169732,-26.32917978171352,-3.339218449451633,0.1036026494873984,68.8521229878822,5.7283312501488375,0.5815922016024914
152,0.1894683502261947,0.2151749767363071,-28.386716397467985,-1.7156200443167944,-0.0076207299031563,60.3651695906101,5.250211852241349,0.5645572560822967
153,0.1879473217184235,0.2198965755246934,-23.856831084036177,-2.9620589281910576,0.1511302344702385,74.84316390981824,5.707572457918167,0.5907400049390841
154,0.1904857956366584,0.2186628704269727,-28.685351312048457,-1.6837673466904342,0.0021668861287313,69.35261949784652,5.302080427601925,0.5694272004366784
155,0.1912576381340388,0.2381910756230354,-12.206237100364485,-3.3714726997690425,0.1327392200382801,94.04728403391786,5.87112118858342,0.5846281468382588
156,0.1882222228527821,0.2155501397237891,-26.119934277349355,-1.5433642901228488,0.0006694728005174,63.53765243899616,5.149360207273484,0.5631046634125115
157,0.1851466107725721,0.2190336224933465,-28.33954590386545,-1.7812638172275714,-0.0047789920015154,69.96551454503235,5.210366858624423,0.565105461257953
158,0.1902550612150306,0.2191941450749124,-21.491587427867405,-2.017565137908064,0.0777301578404935,73.40328613775722,5.463488812117764,0.5734472428833045
159,0.1870469032589945,0.2311054897450265,-19.47420893776516,-2.0978510714563967,0.1160712158279465,83.13955228958564,5.516451900105781,0.5810585261010612
160,0.1906677382977603,0.2146176766781579,-25.65096967574293,-1.837422242010566,0.0713428600604559,63.93960825024473,5.240551973588889,0.5711298084962549
161,0.1855587627891486,0.2432184300961948,-7.1388508895925264,-1.3477863878565464,0.1669228717170141,93.10380779441144,5.151383807021623,0.5892376010231952
162,0.1901688469509221,0.222447553028663,-15.621726237941203,-2.3704398744362027,0.0892832427769451,81.1874975090614,5.525468859514029,0.5732932285225069
163,0.1847368029859916,0.2136912509089424,-24.360467068385635,-1.4562381664291024,-0.0099718609220675,66.29389260478455,5.327129115048917,0.5622100140136855
164,0.1890184284666735,0.2147082109891233,-23.27861197362596,-1.17818581947201,0.0178128106760101,68.2630820498149,5.314576948419557,0.5629732104957681
165,0.1871271467171257,0.2188741350102992,-27.582664136237028,-2.67310564859292,0.1079022552560757,70.3826111911839,5.597932274509755,0.5771991720560677
166,0.1855687716687891,0.2279932069636526,-13.279256225179646,-1.358159092582158,0.0394659317699862,85.09953584161084,5.382479889773895,0.5656824565270551
167,0.1866020611972086,0.2261962610341253,-24.886125912651075,-1.0589599338788036,-0.0246743918214742,76.64388961733849,5.080763059364486,0.5580504572713285
168,0.1836669650927703,0.2178456611221745,-24.25036995386125,-2.6174685736564367,0.0106801810665979,73.7075712301675,5.437669038133611,0.560614983391161
169,0.1829251208892004,0.2112203073643502,-28.389836692117736,-2.7096613536815384,0.1436112699946304,61.49709533545943,5.686315457684074,0.5824103002974099
170,0.1839413793305117,0.2207501255685375,-27.09018520476348,-2.739530818385852,0.0738895505152128,73.83370386062302,5.73123929032457,0.5707659355230332
171,0.1872726505393109,0.2175867928280717,-21.17982415664496,-2.966640443616622,0.0774153921160254,72.67379544599409,5.563688764984936,0.5642188174294548
172,0.1831531915754926,0.2147260638219969,-29.047172517277257,-2.2770457162295243,0.032044058738349,66.45529069681584,5.426265635590712,0.5591005033056967
173,0.1842132995745361,0.2264894640871456,-17.880408602673857,-1.5198730479774845,0.0382597097293571,82.03213281304552,5.232258273254359,0.5574617316112818
174,0.1853762994805345,0.2130990285603773,-25.63049896966842,-2.704732685626761,0.09580303038339,66.82151707264646,5.522595682677855,0.5660025747820004
175,0.1808271517136871,0.2316131387792882,-23.898723803056576,-0.668628040474613,0.0254122708272468,83.64312822336946,5.0834702064908,0.5586932060334407
176,0.1838950510562782,0.2518437930515834,-8.570376836333319,-1.1747771013226058,0.1160717603971471,91.04215751620052,5.210801590227568,0.5679616117283709
177,0.1816398037908957,0.2096237573950063,-26.35959658099909,-1.6044846574801046,0.025911465186525,62.07786629277675,5.328978433948411,0.5573260754553341
178,0.1803989143401666,0.2184847868269398,-24.06277656281725,-2.8685044633174264,0.1422476362878898,81.59655535460699,5.795033632630525,0.5752263853050743
179,0.181134305964885,0.2109130040875503,-23.752660509347614,-2.6478790975100286,0.0450567329867376,67.37994423836952,5.642894505774635,0.5587508504473327
180,0.1834947324889691,0.2274485347526414,-24.38432386735858,-1.843485754688044,0.0962231095835521,81.98429823071409,5.280544725882968,0.5631374681645042
181,0.1779352201836342,0.2596326324911344,-23.734189623241704,-4.031176291959914,0.0678095854567112,84.70515494874988,5.988346648890911,0.5599101805834636
182,0.1791938655665996,0.2339934011300405,-19.8056452709356,-1.2387070011951633,0.0520712119267062,84.14017268993548,5.276758353067268,0.5560756405199125
183,0.177652461624672,0.2184597035603863,-23.04351940086048,-1.48896059487015,0.1411351191758125,75.7367240349301,5.16668773622462,0.5711540268593381
184,0.1780115439312691,0.2276702351158573,-18.10991305561324,-1.1551929625204287,0.161141999932873,82.13698401616689,5.219576824920509,0.5742041728373805
185,0.181851855470367,0.2383654958435467,-14.79994262259685,-1.402330828981625,0.1457380584410361,86.22400944125448,5.333461991743772,0.5684167318594643
186,0.1768140790496339,0.2176617187048707,-24.33113047902141,-3.1623008910163835,0.105570535416024,74.19709629158234,5.660875010072795,0.5641030371238606
187,0.1770666643554103,0.2170472515835648,-26.04609862840677,-2.589962079718306,0.0419402210875316,71.99210811848084,5.484625386609396,0.5547409073071143
188,0.1789819422392439,0.2114124819636345,-23.207248738349616,-2.613796165993286,0.145551958101782,67.8240485901954,5.6104838053082,0.5688861268314814
189,0.1771668990609773,0.2647285702682677,-14.16663851941066,-0.2311692721638325,0.0841968251174097,90.03423114968432,4.988955286272101,0.5578355971455717
190,0.1781686428781563,0.2195075085120541,-24.939103682267515,-2.7551992947386728,0.0456733995315817,73.30461017974928,5.321371271149243,0.548357330041549
